id,Latitude,Longitude,Cd (mg/kg),Cr (mg/kg),Ni (mg/kg),Pb (mg/kg),Zn (mg/kg),Cu (mg/kg),Co (mg/kg),Predicted class
16796,-28.4931,22.6153,0.001,18.42,13.08,3.93,12.93,7.34,2.08,very low contamination
16797,-28.4456,22.8408,0.001,37.99,25.27,4.07,31.43,17.19,8.76,very low contamination
16798,-28.4206,23.3539,0.001,50.46,19.03,4.87,22.6,13.04,7.14,very low contamination
16799,-28.4867,23.6811,0.001,13.57,10.85,1.52,8.53,3.85,1.66,very low contamination
16800,-28.5503,23.5614,0.001,48.87,24.69,7.37,44.43,20.81,7.98,very low contamination
16801,-28.5503,23.5614,0.001,31.73,16.33,4.73,33.09,9.29,3.51,very low contamination
16802,-28.7864,23.7064,0.001,22.35,30.32,3.97,24.08,10.44,6.27,very low contamination
16803,-28.0036,23.6031,0.001,25.51,13.5,3.77,28.22,7.13,2.37,very low contamination
16804,-27.7475,23.6567,0.001,40.42,21.12,5.61,52.53,10.36,7.25,very low contamination
16805,-27.7169,23.5486,0.001,38.3,20.96,4.42,16.95,9.25,4.91,very low contamination
16806,-27.3833,23.37,0.001,25.29,13.28,4.31,16.87,5.69,2.24,very low contamination
16807,-27.3147,23.6086,0.001,19.3,13.07,2.38,13.71,4.83,2.54,very low contamination
16808,-27.1856,23.3969,0.001,18.35,9.19,1.87,12.65,3.04,1.35,very low contamination
16809,-27.0825,23.2431,0.001,14.5,8.58,1.79,9.21,2.62,1.36,very low contamination
16810,-26.7831,23.3561,0.001,15.95,9.25,3.07,11.71,3.62,1.96,very low contamination
16811,-26.8786,23.6533,0.001,21.09,11.82,3.44,12.2,4.82,2.45,very low contamination
16812,-27.0739,23.8525,0.017,15.55,7.29,2.95,10.95,3.31,1.64,very low contamination
16813,-27.1339,23.9972,0.017,36.64,13.53,5.5,21.14,8.07,2.99,very low contamination
16814,-27.1072,24.2819,0.019,50.93,21.9,5.34,36.21,26.55,8.43,very low contamination
16815,-26.1386,28.3608,0.0,90.17,20.49,17.87,27.34,18.23,1.29,moderate contamination
16816,-26.4083,28.3564,0.0,93.45,55.77,21.72,54.62,34.3,15.03,moderate contamination
16817,-26.7392,28.287,0.0,28.68,10.32,6.95,16.32,6.17,2.78,very low contamination
16818,-26.5183,28.6692,0.0,42.93,9.44,12.74,53.35,7.51,3.41,very low contamination
16819,-26.3847,28.7703,0.0,187.97,103.6,12.66,87.72,46.5,40.03,moderate contamination
16820,-26.1931,29.3197,0.0,33.84,11.75,9.25,18.74,7.63,3.98,very low contamination
16821,-26.2892,29.1364,0.0,37.62,11.78,9.04,29.86,9.59,6.38,very low contamination
16822,-26.7217,29.3875,0.0,131.97,123.74,16.08,65.22,46.95,40.53,moderate contamination
16823,-24.0386,28.0233,0.0,29.14,11.36,20.13,21.22,5.39,5.14,very low contamination
16824,-23.6886,27.7653,0.0,23.92,11.41,6.23,21.02,5.13,2.44,very low contamination
16825,-23.3633,27.6761,0.0,46.11,23.67,20.13,172.91,8.06,6.82,very low contamination
16826,-23.4961,27.3931,0.0,44.27,16.22,4.4,22.13,6.88,4.36,very low contamination
16827,-23.9631,27.61,0.0,18.33,17.14,6.32,15.43,3.4,1.21,very low contamination
16828,-23.915,27.3722,0.0,30.85,19.1,4.36,14.49,10.14,8.17,very low contamination
16829,-24.0614,27.3528,0.0,53.29,21.05,30.62,193.41,21.91,10.06,very low contamination
16830,-24.2517,27.3289,0.0,105.63,61.88,19.18,59.35,33.53,19.09,moderate contamination
16831,-24.2739,27.4842,0.0,53.61,9.24,11.59,74.39,2.55,2.64,very low contamination
16832,-24.7694,27.3228,0.0,877.89,197.51,5.57,37.48,15.28,35.39,very high contamination
16833,-24.6831,27.4981,0.0,80.44,18.13,17.13,35.0,6.23,6.39,low contamination
16834,-24.7258,27.4361,0.0,224.18,78.01,15.5,37.73,22.01,19.31,moderate contamination
16835,-24.9356,26.6992,0.0,177.6,43.59,11.42,24.13,15.31,13.33,moderate contamination
16836,-25.0936,26.7272,0.0,112.99,49.41,9.73,47.24,7.98,6.78,moderate contamination
16837,-25.0986,26.3564,0.0,682.27,579.05,4.32,47.4,34.46,45.48,very high contamination
16838,-25.1861,26.2431,0.0,366.03,212.39,13.03,79.04,52.58,29.76,high contamination
16839,-25.3439,26.1836,0.0,192.62,83.37,13.18,58.71,34.86,19.53,moderate contamination
16840,-25.6575,25.82,0.0,73.27,27.95,8.39,30.45,10.05,5.79,low contamination
16841,-25.9075,25.78,0.0,40.56,23.09,6.14,65.77,10.92,7.06,very low contamination
16842,-25.945,25.4692,0.0,28.57,9.41,6.06,36.17,2.49,2.39,very low contamination
16843,-26.2253,25.18,0.0,23.1,11.66,8.56,96.43,4.19,2.37,very low contamination
16844,-26.5592,24.8878,0.0,41.76,21.52,4.54,19.34,11.42,3.63,very low contamination
16845,-26.5414,25.3003,0.0,47.62,28.25,7.29,21.62,10.77,6.47,very low contamination
16846,-26.8244,25.2364,0.0,35.56,14.21,16.82,74.32,5.64,2.86,very low contamination
16847,-27.1564,25.4267,0.0,86.82,25.67,5.24,31.76,12.04,6.03,moderate contamination
16848,-27.0433,25.6345,0.0,63.89,24.45,21.23,195.57,9.59,5.24,low contamination
16849,-27.1406,25.9678,0.0,55.81,17.37,14.34,58.32,10.7,2.89,very low contamination
16850,-26.7578,25.8378,0.0,62.33,23.56,6.25,27.74,10.94,6.44,very low contamination
16851,-26.3194,25.6556,0.0,37.96,20.6,10.78,42.75,9.05,7.56,very low contamination
16852,-26.0303,25.9197,0.0,38.18,13.93,6.16,17.66,5.4,5.29,very low contamination
16853,-26.3922,26.3542,0.0,68.78,24.83,26.37,100.19,8.37,10.97,very low contamination
16854,-26.5675,26.2672,0.0,53.0,17.82,8.07,33.83,6.29,7.61,very low contamination
16855,-26.7911,26.3386,0.0,40.98,24.56,6.87,26.24,24.87,9.42,very low contamination
16856,-26.6861,26.6097,0.0,87.12,55.5,9.01,56.97,30.71,18.0,moderate contamination
16857,-26.7994,26.9197,0.0,101.73,41.0,20.08,151.09,27.7,14.65,moderate contamination
16858,-26.4503,27.1131,0.0,60.6,27.27,19.8,55.29,10.95,8.34,very low contamination
16859,-26.1019,27.4433,0.0,79.66,27.12,19.84,54.42,13.14,9.44,low contamination
16860,-25.6278,26.9267,0.0,171.95,66.28,15.24,97.48,14.27,9.48,moderate contamination
16861,-25.5208,27.3881,0.0,98.45,70.52,15.66,127.27,221.84,51.54,moderate contamination
16862,-25.2542,27.265,0.0,37.23,11.6,20.4,88.92,11.81,4.74,very low contamination
16863,-24.5386,29.4787,0.862,24.49,10.92,16.45,30.7,27.16,5.3,very low contamination
16864,-31.7856,28.9481,0.0,12.27,6.43,15.14,27.29,7.19,4.58,very low contamination
16865,-31.8939,28.9472,0.0,78.62,24.38,11.49,23.86,34.21,21.82,moderate contamination
16866,-33.3178,20.3281,0.0,1.5,11.35,145.58,36.18,66.42,88.33,low contamination
16867,-33.1958,20.5881,0.0,2.39,30.26,148.91,32.36,50.38,74.54,low contamination
16868,-33.1136,21.2708,0.0,1.33,8.19,110.01,70.7,31.45,80.06,very low contamination
16869,-33.0992,20.2553,0.001,1.63,10.77,232.76,43.18,58.25,88.16,moderate contamination
16870,-33.0819,20.1564,0.001,1.57,12.79,159.4,41.65,36.41,129.47,very low contamination
16871,-33.6267,20.3075,0.001,13.49,7.04,13.41,35.35,7.35,3.18,very low contamination
16872,-33.5869,20.5,0.001,20.41,17.04,16.63,52.84,10.99,6.56,very low contamination
16873,-33.6745,20.7017,0.001,2.02,3.7,80.64,36.84,52.45,47.01,very low contamination
16874,-33.5697,20.8053,0.0,6.08,46.63,63.94,59.12,70.46,44.12,very low contamination
16875,-33.5683,20.8075,0.001,5.09,14.81,131.64,82.78,94.9,20.52,very low contamination
16876,-33.8508,20.8442,0.0,2.89,49.02,160.19,53.21,41.62,112.81,low contamination
16877,-32.7475,21.4594,0.0,2.06,11.69,266.26,32.52,38.45,108.17,moderate contamination
16878,-32.8181,21.6272,0.0,14.19,13.36,21.9,63.14,15.6,6.25,very low contamination
16879,-32.1044,21.2347,0.0,2.77,31.02,247.76,26.71,77.27,121.11,moderate contamination
16880,-32.36,21.2339,0.0,2.21,125.07,112.48,24.81,107.97,134.94,low contamination
16881,-32.4653,21.1706,0.0,2.23,44.7,116.56,45.47,75.0,100.68,low contamination
16882,-32.4011,20.7595,0.0,2.78,67.78,29.5,39.7,265.89,138.77,moderate contamination
16883,-32.6139,20.75,0.0,17.24,11.51,6.95,60.24,23.18,6.38,very low contamination
16884,-32.4333,20.1464,0.0,18.67,14.68,12.95,70.22,19.7,7.93,very low contamination
16885,-32.8944,20.6361,0.0,3.29,13.03,113.0,29.59,50.16,46.39,very low contamination
16886,-32.3264,23.735,0.0,2.46,39.02,129.6,39.83,54.65,81.11,low contamination
16887,-32.1047,23.6722,0.0,2.31,22.39,154.57,57.68,47.18,73.65,very low contamination
16888,-32.0881,23.2125,0.0,38.58,18.02,12.3,63.73,17.51,8.45,very low contamination
16889,-32.3222,23.2386,0.0,3.73,35.03,145.7,38.62,66.87,80.56,low contamination
16890,-32.6222,23.5622,0.0,3.97,4.1,100.44,36.24,34.0,53.64,very low contamination
16891,-32.9045,23.8642,0.0,2.77,2.53,117.56,58.17,43.95,70.96,very low contamination
16892,-32.9447,23.3594,0.0,42.61,17.86,16.07,70.03,17.19,8.62,very low contamination
16893,-32.5764,23.2425,0.0,28.32,14.31,11.96,57.58,14.26,5.93,very low contamination
16894,-32.5561,23.0103,0.0,58.72,23.89,15.08,82.19,26.74,11.54,very low contamination
16895,-32.8544,22.5753,0.0,3.63,24.25,140.63,49.81,52.34,82.08,low contamination
16896,-32.5617,22.83,0.0,13.63,79.67,313.84,67.05,68.36,123.28,moderate contamination
16897,-32.2322,22.6814,0.001,9.54,45.23,157.38,31.2,64.44,105.4,low contamination
16898,-32.1125,22.8719,0.001,4.24,39.04,131.51,18.36,62.18,104.45,low contamination
16899,-32.0861,22.4036,0.0,76.8,28.22,10.88,56.4,28.92,11.43,low contamination
16900,-33.5197,23.7072,0.0,1.59,19.88,60.79,17.66,47.32,42.44,very low contamination
16901,-33.3533,23.5311,0.0,1.43,22.06,119.86,60.02,49.17,75.66,very low contamination
16902,-33.3217,23.1861,0.0,1.72,47.36,124.45,34.41,55.93,89.22,low contamination
16903,-33.2269,23.1828,0.0,26.34,18.69,20.78,91.18,12.94,8.14,very low contamination
16904,-33.2467,23.7847,0.0,1.34,14.09,64.39,21.6,40.54,77.47,very low contamination
16905,-33.1314,23.3286,0.0,1.46,33.49,174.52,37.44,50.18,114.35,low contamination
16906,-33.1647,22.117,0.0,28.45,16.28,22.06,85.98,21.21,5.99,very low contamination
16907,-33.1633,22.2294,0.0,0.33,16.98,258.71,62.73,38.21,121.06,low contamination
16908,-33.272,22.3372,0.001,1.29,36.13,173.84,42.65,82.59,106.43,low contamination
16909,-33.3636,22.7145,0.0,0.25,30.92,118.63,20.47,38.34,123.3,very low contamination
16910,-33.6031,18.9861,0.0,3.03,8.88,82.1,25.69,43.19,16.91,very low contamination
16911,-34.1658,18.3953,0.0,3.19,1.26,2.68,27.9,3.44,0.21,very low contamination
16912,-33.1764,18.6833,0.001,3.34,0.0,108.46,27.14,35.85,74.38,very low contamination
16913,-33.0642,18.1236,0.0,4.6,0.97,2.92,12.65,1.23,0.24,very low contamination
16914,-33.1583,18.1578,0.0,7.97,1.04,2.86,19.97,1.19,0.25,very low contamination
16915,-33.4367,18.7897,0.0,19.28,15.72,21.4,69.76,18.69,16.04,very low contamination
16916,-33.7014,18.7064,0.0,4.83,2.63,10.1,15.23,3.09,0.8,very low contamination
16917,-32.9456,19.2864,0.0,25.2,7.33,12.15,24.79,4.56,3.88,very low contamination
16918,-32.8869,19.7736,0.016,3.09,25.58,200.81,57.86,75.45,91.44,low contamination
16919,-32.4942,19.6831,0.001,2.18,79.84,227.95,134.99,89.81,175.64,low contamination
16920,-32.0531,19.7072,0.001,2.74,50.03,169.02,38.03,69.13,133.24,low contamination
16921,-32.9011,18.7994,0.0,2.47,5.39,98.95,65.53,67.26,38.64,very low contamination
16922,-32.8856,18.0319,0.0,7.15,1.47,4.29,14.37,1.85,0.54,very low contamination
16923,-31.9297,19.8208,0.0,2.9,87.55,116.06,26.99,42.6,133.63,very low contamination
16924,-31.8953,19.52,0.0,4.42,14.56,79.15,60.3,43.13,70.47,very low contamination
16925,-31.5783,19.357,0.0,4.31,178.1,132.12,106.84,122.16,187.23,low contamination
16926,-31.5808,19.7344,0.0,39.32,18.53,20.99,69.06,24.3,12.53,very low contamination
16927,-31.675,19.8172,0.0,2.79,38.84,134.01,70.78,79.72,147.29,low contamination
16928,-31.2417,19.7786,0.0,5.43,56.13,73.45,65.1,75.8,144.74,very low contamination
16929,-31.3264,19.3578,0.0,5.28,94.08,137.78,51.43,110.94,162.35,low contamination
16930,-31.1894,19.2231,0.0,4.3,70.11,226.08,72.29,81.87,149.57,moderate contamination
16931,-31.5461,18.8353,0.0,4.33,49.73,65.76,83.56,61.56,112.01,very low contamination
16932,-31.3817,18.6592,0.0,4.01,73.98,124.14,81.5,40.41,123.92,very low contamination
16933,-31.7903,18.6308,0.0,4.21,10.94,28.26,37.25,14.75,7.01,very low contamination
16934,-27.2614,25.0039,0.0,3.38,107.64,52.84,40.14,102.41,169.77,low contamination
16935,-27.51,24.787,0.0,32.83,72.46,8.43,46.14,57.77,23.29,very low contamination
16936,-27.5631,24.4489,0.0,2.42,39.24,53.98,72.75,62.73,26.54,very low contamination
16937,-27.9925,24.5964,0.0,4.62,61.21,29.68,26.44,33.74,44.73,very low contamination
16938,-28.2339,24.1886,0.0,5.33,24.06,19.84,48.51,37.93,7.02,very low contamination
16939,-28.4781,24.1886,0.0,6.06,83.29,26.28,72.72,78.74,39.69,very low contamination
16940,-28.6406,24.5678,0.0,3.2,121.58,44.79,52.18,71.94,114.04,low contamination
16941,-28.9117,24.0694,0.0,3.34,62.73,67.82,46.35,54.17,95.96,very low contamination
16942,-29.0244,24.6258,0.0,3.87,35.95,50.54,42.82,33.14,46.63,very low contamination
16943,-28.6108,25.1256,0.0,105.46,26.69,7.47,39.66,31.64,13.32,moderate contamination
16944,-28.8622,25.0194,0.0,4.62,27.56,70.18,23.46,87.77,12.72,very low contamination
16945,-28.8636,25.6942,0.0,4.74,144.35,60.04,33.99,118.09,97.55,low contamination
16946,-28.2333,25.4069,0.0,4.63,74.72,45.61,42.26,84.22,125.37,very low contamination
16947,-28.2233,25.1642,0.0,3.99,129.31,45.44,36.51,108.82,89.07,very low contamination
16948,-27.8492,25.0044,0.0,3.23,214.22,61.37,67.59,116.0,160.26,very low contamination
16949,-27.9506,25.3128,0.0,102.68,25.82,5.78,36.89,30.07,12.82,moderate contamination
16950,-27.9239,25.6622,0.0,3.12,23.58,57.22,46.77,33.63,55.87,very low contamination
16951,-27.5236,25.4811,0.0,3.57,47.65,32.9,29.76,26.55,66.0,very low contamination
16952,-26.9631,27.2242,0.0,278.15,175.4,6.45,35.85,39.44,27.32,moderate contamination
16953,-25.3606,27.5944,0.0,3.42,38.08,104.21,32.08,31.05,89.87,very low contamination
16954,-25.1753,27.5861,0.0,237.91,65.14,16.67,33.03,25.5,21.81,moderate contamination
16955,-24.8997,27.7111,0.0,5.29,38.17,51.32,35.03,28.27,35.51,very low contamination
16956,-25.1606,28.2994,0.0,3.62,126.56,143.73,58.06,86.64,154.18,low contamination
16957,-25.4964,28.1756,0.0,22.5,6.93,15.97,150.5,15.58,4.24,very low contamination
16958,-25.4917,28.5186,0.0,3.73,14.4,143.92,93.48,37.35,48.31,very low contamination
16959,-25.3956,29.0672,0.0,51.64,12.62,29.13,66.97,15.84,8.15,very low contamination
16960,-25.8947,28.7431,0.0,4.52,26.88,157.45,67.08,147.19,155.85,moderate contamination
16961,-24.1336,29.6137,0.582,50.41,27.07,8.9,25.1,15.3,11.25,very low contamination
16962,-31.9542,28.0803,0.0,11.52,3.47,4.63,8.85,2.99,1.33,very low contamination
16963,-27.8792,31.2772,0.0,612.5,53.0,17.86,36.15,65.71,7.14,high contamination
16964,-27.8606,31.6436,0.0,41.77,30.91,31.58,100.91,10.66,5.8,very low contamination
16965,-27.3428,31.1347,0.0,6.48,10.94,24.35,99.78,23.21,31.63,very low contamination
16966,-27.1919,31.0822,0.0,50.62,16.72,27.01,44.06,27.66,24.12,very low contamination
16967,-27.1444,30.3947,0.0,69.71,93.31,13.28,75.02,68.36,27.56,low contamination
16968,-27.67,30.7231,0.0,72.08,22.71,19.08,40.35,15.85,7.18,low contamination
16969,-27.6317,30.2689,0.0,57.23,23.53,22.5,119.61,14.79,12.93,low contamination
16970,-27.3839,30.1231,0.0,84.54,28.26,22.32,44.9,21.46,22.55,moderate contamination
16971,-29.7394,25.5761,0.0,100.57,40.35,11.56,62.43,41.76,16.04,moderate contamination
16972,-29.8172,25.5125,0.0,32.53,18.3,18.54,60.51,22.07,6.86,very low contamination
16973,-29.7533,25.34,0.0,35.42,19.77,20.99,59.59,18.83,6.15,very low contamination
16974,-29.4661,25.3267,0.0,47.67,13.28,9.08,38.95,12.51,3.87,very low contamination
16975,-29.1533,25.3908,0.019,43.52,13.04,6.32,27.1,12.18,3.01,very low contamination
16976,-29.2922,25.1178,0.0,45.37,9.48,4.7,24.61,8.36,2.02,very low contamination
16977,-29.7072,24.6022,0.001,54.49,30.6,15.15,63.23,26.93,10.05,very low contamination
16978,-29.3839,24.3247,0.001,82.74,21.74,6.78,36.96,21.08,8.25,moderate contamination
16979,-29.2308,24.2325,0.008,37.5,7.91,6.35,64.72,7.02,2.06,very low contamination
16980,-29.6578,24.0928,0.001,45.4,10.92,6.11,30.25,8.52,2.79,very low contamination
16981,-29.8817,24.1636,0.001,57.33,21.79,22.39,58.25,27.06,7.02,very low contamination
16982,-29.1611,23.9267,0.001,58.02,13.28,6.44,35.6,11.77,5.41,very low contamination
16983,-29.9144,23.6797,0.001,52.53,19.88,12.51,50.79,24.86,7.79,very low contamination
16984,-29.6744,23.6019,0.001,49.01,15.5,17.45,39.45,13.68,5.2,very low contamination
16985,-29.8008,22.8989,0.001,52.54,26.4,19.81,69.76,23.2,8.97,very low contamination
16986,-29.3503,23.3767,0.001,35.86,14.88,13.5,37.22,12.77,4.48,very low contamination
16987,-29.8522,22.7089,0.001,51.41,19.78,17.83,52.14,23.35,5.77,very low contamination
16988,-29.5861,22.4678,0.001,38.27,20.51,14.01,83.6,18.25,5.73,very low contamination
16989,-29.6561,22.3689,0.001,32.14,10.95,10.96,39.33,15.02,3.06,very low contamination
16990,-29.6528,22.7619,0.001,58.18,34.54,10.58,54.46,37.61,13.95,low contamination
16991,-29.4783,22.7725,0.001,54.29,20.1,16.26,41.53,17.01,8.24,very low contamination
16992,-29.3161,22.9086,0.001,2.93,12.09,9.1,27.53,12.48,3.93,very low contamination
16993,-29.1497,23.1258,0.001,32.66,18.18,9.31,25.25,10.44,2.56,very low contamination
16994,-29.0758,23.3994,0.001,38.13,19.36,13.12,39.13,17.6,5.01,very low contamination
16995,-29.1356,22.9195,0.001,29.64,12.29,8.58,24.44,11.48,3.41,very low contamination
16996,-29.0389,22.8683,0.001,83.56,30.38,13.51,37.56,23.54,8.59,moderate contamination
16997,-29.1881,22.5364,0.001,17.38,10.28,4.0,10.06,3.78,1.1,very low contamination
16998,-29.3625,22.1058,0.001,52.96,26.98,16.54,48.39,20.31,4.36,very low contamination
16999,-29.1581,22.0536,0.001,37.3,19.34,11.56,33.59,14.38,3.85,very low contamination
17000,-29.1672,21.8375,0.001,48.94,13.03,18.88,46.19,15.25,3.8,very low contamination
17001,-29.3511,21.9339,0.001,44.26,14.37,15.84,41.25,15.39,4.02,very low contamination
17002,-29.2789,21.5131,0.0,36.74,12.01,15.73,56.56,12.33,5.45,very low contamination
17003,-29.3292,21.2003,0.842,33.67,12.34,8.95,41.37,13.48,5.69,very low contamination
17004,-29.0344,20.78,0.0,43.7,17.08,8.54,54.4,16.45,8.53,very low contamination
17005,-29.1639,20.4389,0.001,35.39,15.24,20.6,58.23,22.09,5.74,very low contamination
17006,-29.3806,20.1431,0.001,42.95,28.64,25.32,82.11,32.8,8.3,very low contamination
17007,-29.1444,20.2236,0.001,41.47,15.78,22.22,48.66,20.0,4.95,very low contamination
17008,-29.7447,20.1345,0.001,26.51,20.31,46.51,73.12,36.59,8.55,very low contamination
17009,-29.6431,20.5172,0.001,43.77,21.19,43.43,74.72,31.72,9.23,very low contamination
17010,-29.6561,21.2861,0.001,35.06,20.52,21.31,54.51,20.59,5.92,very low contamination
17011,-29.7867,21.4197,0.001,67.07,20.75,27.08,53.07,35.28,9.65,low contamination
17012,-29.9992,21.655,0.001,60.62,17.66,22.53,47.76,19.17,7.89,low contamination
17013,-30.2736,21.857,0.001,76.91,147.0,17.37,65.46,35.05,18.46,moderate contamination
17014,-30.4072,21.2881,0.001,49.36,33.38,21.48,44.07,26.21,8.5,very low contamination
17015,-30.6983,21.3108,0.001,74.55,15.02,22.8,46.42,15.52,6.16,low contamination
17016,-30.9033,21.2525,0.001,70.77,11.37,29.33,54.86,16.9,6.46,low contamination
17017,-30.9094,21.3972,0.001,47.27,7.4,21.26,40.13,10.15,4.72,very low contamination
17018,-30.8825,21.8739,0.001,32.67,10.47,15.87,48.64,19.22,5.67,very low contamination
17019,-30.7008,20.9928,0.001,32.41,8.94,33.84,57.62,14.41,5.51,very low contamination
17020,-30.5947,20.7761,0.001,44.92,12.67,31.77,48.05,19.76,6.32,very low contamination
17021,-30.2261,20.2978,0.001,64.26,29.62,21.18,60.95,37.22,13.54,low contamination
17022,-30.1517,20.0653,0.001,49.38,16.24,21.91,59.66,29.98,8.72,very low contamination
17023,-30.4686,20.3797,0.001,62.94,14.64,24.31,47.18,22.19,7.93,low contamination
17024,-30.8506,20.4597,0.0,43.78,20.46,25.15,86.25,18.94,8.54,very low contamination
17025,-30.9508,20.6244,0.001,38.46,12.96,14.35,50.78,19.1,5.72,very low contamination
17026,-31.0433,20.2978,0.001,53.82,18.68,39.61,74.17,19.15,7.87,very low contamination
17027,-31.6997,20.2833,0.001,88.37,7.77,10.19,46.28,12.1,8.61,moderate contamination
17028,-31.8258,20.4436,0.001,56.41,34.36,8.02,39.19,51.8,12.55,low contamination
17029,-31.8064,20.6681,0.001,32.88,11.71,36.26,66.09,17.83,7.32,very low contamination
17030,-31.3603,20.7767,0.001,47.62,15.23,19.34,39.79,13.23,5.92,very low contamination
17031,-31.1572,21.0192,0.001,51.12,9.27,27.5,59.91,11.51,4.52,very low contamination
17032,-31.0986,21.0142,0.001,48.63,7.31,22.69,49.08,11.65,4.68,very low contamination
17033,-31.0642,21.2142,0.001,60.25,7.66,20.84,43.97,10.13,4.91,very low contamination
17034,-31.4828,21.0442,0.001,44.97,10.09,26.57,54.52,14.7,5.61,very low contamination
17035,-31.6611,21.2653,1.124,46.21,22.35,13.88,55.55,22.34,9.01,very low contamination
17036,-31.755,21.4042,0.001,29.9,9.07,21.62,56.15,14.16,4.51,very low contamination
17037,-31.7886,21.6944,0.001,30.53,7.49,22.95,49.24,11.03,4.04,very low contamination
17038,-31.2492,21.4458,0.001,42.77,7.22,25.3,50.18,10.93,4.03,very low contamination
17039,-31.3447,21.8789,0.001,41.69,7.84,25.79,59.33,16.48,5.73,very low contamination
17040,-31.5053,22.3267,0.001,63.33,22.54,38.44,76.51,23.89,9.79,very low contamination
17041,-31.4114,22.7842,0.001,61.06,10.72,23.62,50.75,14.2,6.36,very low contamination
17042,-31.5381,23.2375,0.001,39.65,8.78,21.76,56.78,13.74,5.74,very low contamination
17043,-31.8356,23.6,0.001,35.64,17.08,13.83,40.56,24.81,8.76,very low contamination
17044,-31.5289,23.9058,0.001,76.94,20.0,36.82,70.2,23.41,8.83,low contamination
17045,-31.3311,23.8039,0.001,103.13,20.71,21.35,54.91,22.38,9.43,moderate contamination
17046,-31.1594,23.5136,0.001,33.46,8.06,24.64,44.31,11.44,4.4,very low contamination
17047,-31.1225,23.3272,0.001,56.14,6.1,17.42,34.23,7.61,2.88,very low contamination
17048,-31.8136,23.3575,0.001,16.81,6.72,20.04,43.26,10.21,4.1,very low contamination
17049,-31.6692,22.865,0.001,24.71,7.23,22.05,43.24,11.34,4.41,very low contamination
17050,-31.8531,22.3606,0.001,57.86,14.74,28.06,60.44,19.77,6.29,very low contamination
17051,-31.5517,22.6825,0.001,56.7,6.06,18.2,49.81,13.58,6.71,very low contamination
17052,-31.8428,22.1106,0.001,35.67,10.68,33.53,76.6,16.99,5.98,very low contamination
17053,-31.1964,22.2364,0.001,45.17,8.35,27.06,47.9,13.65,4.59,very low contamination
17054,-30.4433,22.2261,0.001,33.51,7.65,15.33,34.14,9.32,2.81,very low contamination
17055,-30.367,22.13,0.001,46.68,10.5,25.48,39.85,12.23,4.19,very low contamination
17056,-30.5725,22.7703,0.001,71.53,14.56,18.08,44.1,18.71,6.8,low contamination
17057,-30.8447,22.7747,0.001,69.31,14.44,25.89,54.56,19.02,6.61,low contamination
17058,-30.3681,22.7922,0.001,67.52,11.75,20.98,48.47,18.81,5.24,low contamination
17059,-30.1047,23.0858,0.001,70.88,18.48,25.55,45.76,18.67,7.95,low contamination
17060,-30.1106,23.3125,0.001,64.75,22.78,21.2,49.88,21.21,8.5,low contamination
17061,-30.4261,23.3414,0.001,41.93,9.61,30.91,43.32,16.18,5.19,very low contamination
17062,-30.5633,23.3864,0.001,51.46,9.4,24.56,44.5,13.28,4.71,very low contamination
17063,-30.3692,23.5822,0.001,38.34,11.35,44.04,50.57,15.53,5.41,very low contamination
17064,-30.0319,24.4297,0.001,44.16,4.6,12.05,23.97,6.85,2.33,very low contamination
17065,-30.1242,25.3281,0.001,55.29,11.67,25.22,48.63,21.84,6.63,very low contamination
17066,-30.4114,24.4017,0.001,92.6,17.03,23.97,49.78,18.46,7.37,moderate contamination
17067,-30.3622,24.7325,0.001,46.36,12.42,23.77,63.59,16.76,4.97,very low contamination
17068,-30.3631,25.6864,0.001,58.25,12.79,22.21,53.68,15.82,4.55,very low contamination
17069,-30.7644,24.4964,0.001,46.12,15.05,34.22,52.26,17.56,8.25,very low contamination
17070,-30.7764,25.0256,0.001,41.79,10.62,30.23,54.01,16.88,6.02,very low contamination
17071,-30.6661,25.8867,0.001,37.88,10.14,9.58,63.52,53.19,10.19,very low contamination
17072,-30.8106,25.76,0.001,69.61,13.02,28.14,98.12,17.49,6.74,very low contamination
17073,-33.6913,26.5271,0.0,60.59,26.81,16.78,83.2,137.47,33.11,moderate contamination
17074,-26.5189,29.9603,0.0,31.05,10.25,4.05,18.0,14.94,5.07,very low contamination
17075,-26.5292,29.9519,0.0,12.29,1.95,13.41,32.21,2.8,1.21,very low contamination
17076,-26.5469,29.9389,0.569,17.27,2.93,2.86,14.48,5.8,1.02,very low contamination
17077,-29.385,30.2633,0.0,103.37,42.28,22.67,34.19,38.04,12.2,moderate contamination
17078,-29.6594,30.6492,0.02,53.41,12.88,10.66,28.8,7.65,2.94,very low contamination
17079,-29.8725,30.5533,0.0,92.99,27.98,18.05,46.83,48.27,42.58,moderate contamination
17080,-31.3144,26.2814,0.0,35.36,10.36,11.09,42.59,11.1,7.82,very low contamination
17081,-31.3572,25.6597,0.0,71.25,24.21,12.99,53.88,17.82,8.69,low contamination
17082,-31.2753,24.8008,0.054,53.52,20.22,61.91,70.52,41.33,12.11,low contamination
17083,-31.1886,24.9706,0.0,48.88,10.81,18.48,44.27,17.97,7.16,very low contamination
17084,-31.5536,25.0839,0.0,56.71,19.68,18.13,67.06,20.29,8.25,very low contamination
17085,-31.7364,25.2839,0.089,93.96,45.3,7.14,53.97,29.94,10.15,moderate contamination
